VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, tangent.w, tex_coords0.x, tex_coords0.y, tex_coords1.x, tex_coords1.y, colour0.x, colour0.y, colour0.z, colour0.w, joints.x, joints.y, joints.z, joints.w, weights.x, weights.y, weights.z, weights.w, model_matrix_0.x, model_matrix_0.y, model_matrix_0.z, model_matrix_0.w, model_matrix_1.x, model_matrix_1.y, model_matrix_1.z, model_matrix_1.w, model_matrix_2.x, model_matrix_2.y, model_matrix_2.z, model_matrix_2.w, model_matrix_3.x, model_matrix_3.y, model_matrix_3.z, model_matrix_3.w, normal_matrix_0.x, normal_matrix_0.y, normal_matrix_0.z, normal_matrix_1.x, normal_matrix_1.y, normal_matrix_1.z, normal_matrix_2.x, normal_matrix_2.y, normal_matrix_2.z
49, 33, -0.00165, 0.02132, 0.02247, -0.15075, 0.10331, 0.98316, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.73717, 0.26283, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
50, 34, -0.0017, 0.01892, 0.02273, -0.15075, 0.10331, 0.98316, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.80643, 0.16534, 0.02824, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
51, 33, -0.00165, 0.02132, 0.02247, -0.15075, 0.10331, 0.98316, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.73717, 0.26283, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
52, 32, 0.00, 0.01902, 0.02296, -0.15075, 0.10331, 0.98316, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.80281, 0.17684, 0.02035, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
53, 35, 0.00, 0.02143, 0.02273, -0.15075, 0.10331, 0.98316, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.79711, 0.20289, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
54, 36, -0.00436, -0.01027, 0.01278, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.86926, 0.06836, 0.06239, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
55, 37, -0.00406, -0.00974, 0.01147, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 0, 0, 0.71378, 0.28622, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
56, 38, -0.00377, -0.01044, 0.01148, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 20, 0, 0.66526, 0.32776, 0.00698, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
57, 38, -0.00377, -0.01044, 0.01148, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 20, 0, 0.66526, 0.32776, 0.00698, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
58, 39, -0.00387, -0.01106, 0.01277, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.7853, 0.14228, 0.07242, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
59, 36, -0.00436, -0.01027, 0.01278, -0.83649, -0.43966, -0.32707, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.86926, 0.06836, 0.06239, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
60, 40, -0.0041, -0.01163, 0.01396, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 5, 0, 0.53524, 0.45146, 0.0133, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
61, 41, -0.00387, -0.01106, 0.01277, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.7853, 0.14228, 0.07242, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
62, 42, -0.00322, -0.01152, 0.01275, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.73272, 0.19813, 0.06914, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
63, 43, -0.00314, -0.01263, 0.01423, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 5, 4, 0.53291, 0.26933, 0.10735, 0.09041, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
64, 40, -0.0041, -0.01163, 0.01396, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 5, 0, 0.53524, 0.45146, 0.0133, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
65, 42, -0.00322, -0.01152, 0.01275, -0.55412, -0.69075, -0.46455, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.73272, 0.19813, 0.06914, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
66, 44, -0.00261, -0.02154, 0.02176, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.94369, 0.05631, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
67, 45, -0.00286, -0.02139, 0.02131, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
68, 46, -0.00264, -0.02154, 0.02134, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.95846, 0.0349, 0.00663, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
69, 47, -0.00281, -0.02138, 0.02187, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.93501, 0.06499, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
70, 45, -0.00286, -0.02139, 0.02131, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
71, 44, -0.00261, -0.02154, 0.02176, -0.58186, -0.81078, 0.06382, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.94369, 0.05631, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
72, 48, -0.00286, -0.02139, 0.02131, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
73, 49, -0.00246, -0.02204, 0.02108, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.9921, 0.0079, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
74, 50, -0.00264, -0.02154, 0.02134, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.95846, 0.0349, 0.00663, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
75, 51, -0.00238, -0.02197, 0.02119, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.98454, 0.01546, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
76, 50, -0.00264, -0.02154, 0.02134, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.95846, 0.0349, 0.00663, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
77, 49, -0.00246, -0.02204, 0.02108, -0.47848, -0.54664, 0.6872, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.9921, 0.0079, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
78, 52, -0.00245, -0.02199, 0.02196, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.93969, 0.06031, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
79, 53, -0.00204, -0.02258, 0.02151, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.98837, 0.01163, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
80, 54, -0.00249, -0.02198, 0.0221, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 15, 0, 0.92964, 0.06753, 0.00283, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
81, 53, -0.00204, -0.02258, 0.02151, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.98837, 0.01163, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
82, 52, -0.00245, -0.02199, 0.02196, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.93969, 0.06031, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
83, 55, -0.00203, -0.02244, 0.02146, -0.86655, -0.31764, -0.38497, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.9868, 0.0132, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
84, 56, -0.00249, -0.02198, 0.0221, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 15, 0, 0.92964, 0.06753, 0.00283, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
85, 57, -0.00261, -0.02154, 0.02176, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.94369, 0.05631, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
86, 58, -0.00245, -0.02199, 0.02196, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.93969, 0.06031, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
87, 57, -0.00261, -0.02154, 0.02176, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.94369, 0.05631, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
88, 56, -0.00249, -0.02198, 0.0221, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 15, 0, 0.92964, 0.06753, 0.00283, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
89, 59, -0.00281, -0.02138, 0.02187, -0.77062, -0.50686, -0.38631, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.93501, 0.06499, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
90, 60, -0.00286, -0.02139, 0.02131, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
91, 61, -0.00243, -0.02207, 0.02095, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.99731, 0.00269, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
92, 62, -0.00246, -0.02204, 0.02108, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.9921, 0.0079, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
93, 61, -0.00243, -0.02207, 0.02095, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.99731, 0.00269, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
94, 60, -0.00286, -0.02139, 0.02131, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
95, 63, -0.00314, -0.02101, 0.02099, -0.83271, -0.551, 0.05474, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 7, 14, 0, 0.92543, 0.05341, 0.02116, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
96, 64, -0.00286, -0.02139, 0.02131, -0.84156, -0.53163, 0.09564, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 7, 0, 0.94434, 0.03523, 0.02044, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
97, 65, -0.00302, -0.02099, 0.02212, -0.84156, -0.53163, 0.09564, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 8, 14, 0, 0, 0.91228, 0.08772, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
